ID,Position,Scouting Report Sentence(s),Race
2,QB," Went 2-4 against top-25 teams during his career,  Slick ball-handler in quick game and RPOs,  Has tendency to over-stride and sail throws at times, Enormous jump in production and play quality in 2020,  Feels pressure bearing down off the edge",NW
3,QB,"Film junkie with high football IQ and an NFL frame,  Makes calls to set his own protections,  Bouncy feet for accelerated pocket setups,  Play-fake aficionado from under center, causing defenders to consistently bite,  Passing scheme encourages full-field reads",NW
3,QB," Processes progressions very quickly and can work to his fourth read when protected,  Able to mentally recalibrate his attack when play comes off schedule,  Taking care of the football is a priority for him,  Rarely takes bait against zone defenders and safeties looking to pounce,  Compact, twitchy release partially mitigates his windup",NW
3,QB," Makes attempt to throw targets away from coverage,  Adequate anticipation on timing routes,  Makes quality touch throws into sideline buckets and over linebackers,  Knows his way around pocket and can make sudden escapes,  Above-average speed, athleticism and power when he’s on the move as a runner",NW
3,QB," Able to move the chains in a variety of ways,  Highly inexperienced with just 318 pass attempts under his belt,  Will be 20 years old at the time of the 2021 draft,  Gets a little lackadaisical with his feet in quick game,  Needs to trust his pocket",NW
3,QB," Has a tendency to void pocket rather than sliding and surveilling,  Pressure pulls his attention from deliverable throws,  Needs to become more decisive and trust his eyes,  Leaves lower half behind, diminishing his drive velocity,  Occasionally leaves explosive plays on the field by not getting it out on time",NW
3,QB," Leaves too many deep balls short, allowing defenders to challenge,  Can be overly cautious,  Needs to get his slide game up and minimize collisions as a runner,  Bouncy feet for accelerated pocket setups,  Occasionally leaves explosive plays on the field by not getting it out on time",NW
4,TE,"Challenging matchup who might require specialty defenders,  Rare combination of size, speed, athleticism and elite ball skills,  Puts in work on all three levels as pass catcher,  Allows offense to align him into mismatches against static coverage schemes,  Keeps defender on the back foot with alterations of route speed",NW
4,TE," Clever workarounds in space without getting slowed,  Quick accelerator to explode past off-man near the line,  Turn burst and long strides create instant separation for quarterback,  Hand chops dislodge grabby defender inside the route,  Quick to locate and track the throw while maintaining positioning",NW
4,TE," Tremendous poise with laser-sharp focus on contested catches,  Clears catch space suddenly with subtle hand-fighting,  Body control and timing make time stand still as airborne baller,  Should consistently win back-shoulder and red-zone looks,  Catches with strong, soft hands and consistent extension",NW
4,TE," Eliminated his focus drops in 2020,  Good effort in trying to stay connected to the block,  Leggy into route breaks and can improve short-area footwork,  Doesn’t throw many fakes to knock coverage off the scent,  Mass and core strength missing for in-line blocking",NW
4,TE," Struggles to sustain at the point of attack,  Needs to work with inside hands when taking on defenders,  Below-average instincts as a lead blocker in space,  Injury history will require examination, as he suffered a concussion in 2020,  Good effort in trying to stay connected to the block",NW
5,WR,"Well-built lower body and good weight-room worker,  Smooth, subtle and explosive,  Eight touchdown catches of 50-plus yards in 2019,  Blistering vertical acceleration to separate from stunned cornerbacks,  Hand fighting distances him from coverage",NW
5,WR," Ball-tracking and downfield adjustments are rare,  Graceful sky-walker with high-point agility,  Posters full of defenders who tested him on 50-50 balls,  Already dragging two feet inbounds on sideline catches,  Turns scramble situations into big plays for his offense",NW
5,WR," Could require scheme help for opposing corners in the future,  Ball magnet with sticky hands,  Able to make hands catch-ready in an instant,  Instinctive body positioning on contested catches,  Spears throws outside his frame with natural adjustments",NW
5,WR," Big-play speed to the house on slants and over routes,  Average short-area foot quickness in release and route breaks,  Upright target who can be too easy to disrupt by press,  Needs to play to his true speed more consistently,  Relies upon athletic gifts and can be nonchalant with routes",NW
5,WR,""" Doesnt create enough cornerback tilt out of stems and turns"",  Route trees have been fairly basic,  Slow gathering and opening on comebacks and zone beaters,  Blocking could stand to improve,  Relies upon athletic gifts and can be nonchalant with routes",NW
6,WR,"Cheat-code speed to terrify a defense,  Eleven of 20 career touchdowns went for 50-plus yards,  Toys with coverage by altering route speed frequently,  Impossible to stick with on crossing routes,  Agile hips to snap off crisp breaks",NW
6,WR," Sells the double moves,  Impressive fluidity to maintain speed through transitions,  Lower-body strength helps to battle against route bullies,  Specializes in accessible routes on all three levels,  Early to find and adjust to the deep ball",NW
6,WR," Runs through the throw rather than reaching and slowing prematurely,  Obliterates would-be tackle angles with the ball in his hands,  Glides, leaps and snares the ball in mid-air,  Puts up a good fight as a blocker,  19",NW
6,WR,"3-yard career punt return average with two touchdowns,  Coming off ankle injury,  Never really tested by coverage in 2020,  Will default to body catches on occasion,  Had drops when ball was on top of him quickly out of breaks",NW
6,WR,""" Hasnt faced too much press"", Cheat-code speed to terrify a defense,  Never really tested by coverage in 2020,  Agile hips to snap off crisp breaks,  Lower-body strength helps to battle against route bullies",NW
7,OT,"Twenty years old with potential for growth Considered vocal game day leader in 2019 Exceptionally gifted athlete Explodes out of stance and into lateral angles/blocks that others can’t make Always going to find top positioning as move blocker Springs into action to seal play-side edge on outside zone Change-of-direction talent for rare second-level radar and connect rate Can be a very violent striker on second level, Helped spring long touchdowns with blocks in space Hip torque to displace defender and widen off-tackle rushing lanes Fleet feet to greet edge burners at the turn Flashes above-average short-set potential Has hips and feet to make challenging recovery blocks when beaten Keeps hands active with punch and re-set Hitches a ride and redirects rush beyond his quarterback Average body type and play strength,  Pad level and outside hands diminish his drive power,  Tendency to pop and fall off rather than clinch up and control with hands,  Would like to see him run feet through contact and finish consistently",NW
7,OT," Needs to improve upper-body strength,  Inconsistent securing base blocks and redirecting rushers on his edges,  Punch lacks commitment, allowing rushers to separate,  Pass pro will benefit once he gets hands and feet in sync,  Needs to develop a stronger outside hand in protection",NW
7,OT," Leaves feet behind at times when attempting to mirror inside moves,  Scouts say work ethic needs to improve,  Needs to develop a stronger outside hand in protection,  Would like to see him run feet through contact and finish consistently, Twenty years old with potential for growth Considered vocal game day leader in 2019 Exceptionally gifted athlete Explodes out of stance and into lateral angles/blocks that others can’t make Always going to find top positioning as move blocker Springs into action to seal play-side edge on outside zone Change-of-direction talent for rare second-level radar and connect rate Can be a very violent striker on second level",NW
8,CB,"Comes from NFL bloodline,  Steps on the field with prototypical dimensions,  Plays to his size with physical man coverage,  Experienced moving coverage from outside to slot,  Capable of playing in a variety of coverage schemes",NW
8,CB," Press punch is well-timed and executed on balanced platform,  Confident and patient squaring up release,  Slides and mirrors in impeding the route beyond the release,  Balances attention between route and quarterback,  Bodies up down the field before finding the football",NW
8,CB," Able to track down receiver after allowing early separation,  Long-limbed attacker at the catch point,  Underrated blitzer with ability to slip blocks and get after quarterbacks,  Very modest ball production for his level of traits and talent,  Hips get sticky in transition, causing minor delays to accelerate",NW
8,CB," Too much blatant grabbing and holding during the route, "" Flags will fly if he doesnt learn to trust his feet and technique"",  Average directional change when shadowing route,  Tunnel vision caused issues for him in coverage near goal line in 2020,  Too content to let others do dirty work in run support",NW
8,CB," Needs more consistent approach and technique as tackler,  Balances attention between route and quarterback,  Press punch is well-timed and executed on balanced platform,  Bodies up down the field before finding the football,  Too much blatant grabbing and holding during the route",NW
9,CB,"Father was Pro Bowl cornerback and is now a coach,  Finished with 38 consecutive starts at Alabama,  Elite physical traits with prototypical athleticism,  Technically proficient and trusts that technique,  Unwilling to flinch or overextend through press fakes and release",NW
9,CB,""" Feet and length to punch and widen receivers departure"",  Recognizes routes and will run them for receivers at times,  Gears up and down with synchronized timing to the receiver,  Outstanding when it comes to timing up opening to phase route from press or off-man,  Consistent attention to detail and discipline",NW
9,CB," Fluid movement with early acceleration from transitions,  Long strides with choppy feet for three-level coverage,  Shuts feet down instantly to phase comebacks,  Feel for responsibilities and positioning in quarters and Cover 3,  Locates ball and challenges catch when back is to quarterback",NW
9,CB," Explosive leaper to win jump balls at highest point,  Gets on top of pass catchers quickly to limit run after catch, "" Committed wrap-up tackler with finishers strength"",  Would like to see more physicality to slow playmakers across from him,  Will engage in unnecessary hands-on downfield coverage",NW
9,CB," Had six penalties in 2019, including four pass interference calls,  Rides on high side when phasing routes at times,  Has opportunities to squeeze routes even tighter when he can do it safely,  Big wide receivers fought him back near goal line, "" Committed wrap-up tackler with finishers strength""",NW
10,WR,"Buttery smooth route runner with long, loose strides,  Elevated production no matter his quarterback or teammates,  Equally effective outside or from the slot,  Uses sudden feet, forward lean and shoulder turn to avoid handsy press,  Urgent takeoff creates opportunities for easy comeback routes",NW
10,WR," Routes are equally fluid and effective on all three levels,  Unpredictable route tempo keeps coverage on its heels,  Rare ability for speedy strider to quickly sink and break sharply,  The most talented corners struggle to keep him close throughout routes,  Rarely drops the catchable throw",NW
10,WR," As natural a hands catcher as you will find,  Elite body control and catch focus in the air,  Takes his defenders to the circus with ridiculous catches,  Hungry getting back to the throw and creating late separation,  Able to hit big plays after slipping first tackle",NW
10,WR," Has talent as a return man and gunner,  Bone-thin with playing weight near 170,  Teams will have concerns about his frame and durability,  Feisty but lacking average play strength,  Can be forced against sideline on outside release",NW
10,WR," Gets jostled at the top of the route at times,  Big NFL cornerbacks will close some high-point windows on him,  Elevated production no matter his quarterback or teammates,  Takes his defenders to the circus with ridiculous catches,  Rare ability for speedy strider to quickly sink and break sharply",NW
11,QB,"Toughness/willingness to do what it takes is always on display,  Never lost a Big Ten game as a starter,  Vast improvement in 2020 with fumbles per snap,  Good size with stout lower body to stave off sacks/tackles,  Lateral footwork to side-step downhill blitzers",NW
11,QB," Usually finds a firm, sturdy passing base beneath him,  Plenty of zip for long, field-side throws,  Attention to drive mechanics generates velocity when needed,  Makes quality reads when deciphering high-low concepts,  Confident and comfortable throwing into intermediate zone windows",NW
11,QB," Willing to take a big hit to deliver a pass,  Good command and accuracy on boot action to the right,  Keeps defenses honest with his legs,  Picks up tough yards on the ground when team needs it,  Needs to improve pocket mobility for clean launch points",NW
11,QB," Below-average feel for edge pressure, running himself into pressure points,  Field vision is average in face of the blitz,  Missed open blitz beaters in the middle of the field against Indiana,  Gradual operation time prevents expedited release,  Needs to release ball earlier on anticipatory throws",NW
11,QB," Needs to improve eye manipulation as a pro,  Stagnant eyes invite coverage to the passing party,  Forces receivers to slow for deep throws,  Pet spin move as runner got him clocked against Clemson,  Good size with stout lower body to stave off sacks/tackles",NW
12,LB,"Jarring production jump from freshman to sophomore season,  Sleek, well-defined frame with powerful lower half,  Praised inside program for highly competitive nature,  Elite range with burst/speed rarely seen at linebacker,  Has foot quickness and change of direction of a running back",NW
12,LB," Can overcome mental mistakes with explosive athleticism,  Size and strength to free himself from blocks,  Twitch for lateral gap-to-gap peek-a-boo looking for ball-carrier,  Wrap-up tackler with limited broken tackles on his bill,  Talented hunter when blitz is dialed up",NW
12,LB," Able to bend and flatten to quarterback as edge rusher,  Wiggle for efficient pathways past A-gap protection,  Gains instant depth dropping into coverage,  Athletic talent to handle man coverage duties,  Needs to prove ability to find solo tackles",NW
12,LB," Lack of experience and patience shows in early diagnosis,  Runs himself out of position with unnecessary early charges,  Quick to run rather than scrape with square pads,  Has issues battling downhill rushing attacks coming right at him,  Loses gap leverage side-stepping lead blocks",NW
12,LB," Takes on blocks with shoulder over punch and separation,  Needs to run feet through the strike as tackler,  Stiff hands missed out on easy interceptions, Jarring production jump from freshman to sophomore season,  Twitch for lateral gap-to-gap peek-a-boo looking for ball-carrier",NW
13,OT,"Frame is compact and muscular with good lean mass,  Starter since his freshman season and played both tackle spots,  Reps against Ohio State’s Chase Young were very impressive,  Confident in claiming his turf in heads-up battles,  Possesses excellent core strength and contact balance",NW
13,OT," Big paws can snatch into opponent’s frame,  Runs with choppy feet through his run blocks,  Smooth lateral flow coming off the ball,  Fluid as a move blocker and has a good feel for second-level angles,  Reads and adjustments are fast and effective in space",NW
13,OT," Keeps his head back and chin tucked in pass sets,  Trusts his feet in pass sets and rarely ever lunges,  Stiff punch and strong outside hand discourages edge rushers,  Upper-body power allows for quick separation after punch,  Quick response to inside shots",NW
13,OT," Sudden anchor drops with hip flexion to lockout a bull-rush,  Has all kinds of recovery athleticism,  Some teams might see him as an inside player only because of arm length,  Allows some separation at the punch point due to lack of length,  Needs to play with better knee bend in space",NW
13,OT," Slight inconsistencies maintaining inside hands in pass pro,  Hands ride a little too high on down blocks, causing him to lose some power,  Has some issues getting pad level low in short-yardage situations,  Runs with choppy feet through his run blocks,  Sudden anchor drops with hip flexion to lockout a bull-rush",NW
14,G,"Wide, thick frame with burly lower body and plus upper-body and core strength,  Able to step out and play tackle effectively if a team needs it,  Adequate athletic talent to pull and trap,  Big man with impressive reactive adjustments on second level,  Hip-to-hip on double-team blocks",NW
14,G,""" Displays his recovery talent when hes cross-faced"",  Hands are strong and his placement is consistently accurate,  Plays under control, "" Rips a stiff punch directly into rushers frame"",  Gets to full extension with inside hands",NW
14,G," Can clinch and mirror rusher in putting his rush plan in the deep freeze,  Substantial anchor to eat a bull rush,  Quick to process twists and alter assignment,  Pad level can get away from him off the snap,  Needs better drop and pop to move the nose with down blocks",NW
14,G," Below-average creating engagement momentum with settle steps,  Average sink and push to clear debris,  Narrow drive base causes him to fall off blocks against surly two-gappers,  Needs to keep working on hand resets when he loses positioning,  Needs to tighten up footwork in run and passing games",NW
15,QB,"Stepped up to the challenge in 2020, "" Wont take unnecessary chances very often"",  Feel for pocket slides to avoid pressure,  Can climb into a rhythmic drive throw,  Very confident making placement throws",W
15,QB," Feathery touch attacking over the top of linebackers,  Accuracy to prevent receivers from having to break stride,  Expedites release on hot reads and in the face of pressure,  Perfect placement with hanging it high for receiver to leap and make plays,  Shows flashes of throwing players open",W
15,QB," Wins at the back shoulder,  Willing to get rid of the ball rather than take a loss or make a mistake,  Some elusive qualities when he turns into a runner,  Very thin lower body and struggles to fight off rush contact,  Slow ball handler on RPOs",W
15,QB," Leaves back half behind in his follow-through,  Average release quickness,  Locks in on a target rather than honoring the progressions, "" Doesnt play with the desired poise of an NFL starter"", "" Antsy when reads dont quickly come together""",W
15,QB," Play can be panicky and rushed in the face of pressure,  Has trouble locating open targets in direction where heat is coming from,  Would like to see him play with more grit,  Perfect placement with hanging it high for receiver to leap and make plays,  Leaves back half behind in his follow-through",W
16,LB,"Three-year starter and winner of Bronco Nagurski Award,  Consistent, impact production in all three seasons,  Freaky combination of size and athleticism for linebacker,  Range to make plays all over the field,  Sees opportunities to swoop downhill and attack holes in blocking scheme",NW
16,LB," Size and knock-back power to take on blocks,  Burst and length to track down runners from backside,  Terrific second effort as a tackler,  Recovers from blocks and gets back into the play,  Plays disciplined team defense, filling his fits and spilling plays wide",NW
16,LB," Good awareness of air traffic in zone coverage,  Reads quarterback and slides into passing lanes,  Had four interceptions in 2020, including two he returned for touchdowns,  Would like to see a little more alpha aggression from him, "" Doesnt always impose size and control blockers with his hands""",NW
16,LB," Instincts and diagnosis are just average,  Needs deeper fill to leverage and constrict run lane,  Can improve pathways getting from Point A to Point B, "" Rushed pursuit and overran cutbacks versus Oklahoma States outside zone"",  Needs time to gather and change direction due to size",NW
16,LB," Average reactive agility in the hole,  Not a natural rusher when turned loose off the edge, "" Rushed pursuit and overran cutbacks versus Oklahoma States outside zone"",  Instincts and diagnosis are just average,  Needs deeper fill to leverage and constrict run lane",NW
17,OT,"Looks the part with well-proportioned frame and long arms,  Offers experience and roster flexibility at either guard or tackle,  Can bend and leverage at point of attack,  Athletic in his movements,  Can operate effectively in outside zone and for screen blocks",NW
17,OT," Kick-slides are good and bring him to proper depth,  Base width rarely fails him in pass pro,  Able to unlock hips and sink against bull-rusher,  Length can discombobulate rush plan when punch is well-timed,  Diligent to protect inside post in pass sets",NW
17,OT," Can open hips and recover when edge is assaulted at the top of the rush,  Mechanical and lacking explosion into initial contact,  Needs to guard against long initial lateral steps in run game,  Athletic but movement lacks twitch in tight quarters,  Needs to improve play strength contact balance",NW
17,OT,""" Doesnt play with consistent fire and passion as finisher"",  Punch needs to punish and not push the enemy,  Would benefit from attacking rushers earlier with his length,  Slows feet prematurely against speed rushers,  Needs better hand positioning in general",NW
17,OT," Disappointing power to separate and redirect when rush hits his edge,  Can operate effectively in outside zone and for screen blocks,  Can open hips and recover when edge is assaulted at the top of the rush,  Diligent to protect inside post in pass sets,  Able to unlock hips and sink against bull-rusher",NW
18,EDGE,"Former five-star recruit with high-impact physical attributes,  Has shown flexibility with weight he can carry,  Heated up over final four games with 11 tackles for loss and 6, 5 sacks,  Accelerates into the edge",NW
18,EDGE," Adjusts rush track quickly according to the pass set,  Flexible upper body to help flip over the punch at top of the rush,  Gets skinny to shoot the B-gap and harass the backfield,  Closing burst to the quarterback is not in doubt,  Plays hard and keeps coming from snap to snap",NW
18,EDGE," Very aware as run defender,  Sees mesh point clearly on zone reads and recognizes lane choice by runner,  Length to handle edge-setting,  Missed time due to ankle and wrist injuries and concussions,  Pad level rises too tall off the snap",NW
18,EDGE," Below-average core strength for head-to-head battles against tackles,  Gets bounced off his base during redirect blocks,  Needs better command with his hands as a rusher,  Fails to stack moves to stay ahead of pass blockers,  Inside counter needs to be unlocked",NW
19,LB,"Big linebacker with desired athleticism inside,  Put a mark into every category, including blocked kick and defensive touchdown in 2020,  Plays with impressive focus and vision,  Gains ground quickly with clean lateral scrape,  Peripheral vision to play around angle blocks",NW
19,LB," Displays ability to work off block quickly when positioning is right,  Controlled pursuit transitions to tackle-ready platform,  Combines length and play strength as optimal finishing tools,  Coverage recognition to work high to low,  Quarterbacks must respect his catch radius and ability to take it away",NW
19,LB," Has just 11 career starts under his belt,  Talented, but inexperience will show at times,  Needs to diagnose and respond just a shade quicker as a pro,  Average toughness in his take-on of lead blockers,  Room for improvement with hand usage and pad level as tackler",NW
19,LB," Underestimates pursuit angle from time to time,  Put a mark into every category, including blocked kick and defensive touchdown in 2020,  Average toughness in his take-on of lead blockers,  Gains ground quickly with clean lateral scrape,  Has just 11 career starts under his belt",NW
20,WR,"Access to early acceleration to uncover,  Joints like rubber bands for instant change of direction,  Has potential to run complex first- and second-level routes,  Can run an inside-pivot whip route that is unguardable,  Plus value in quick game and as gadget option",NW
20,WR," Competed through injury and made play after play against LSU,  Over-the-shoulder ball-tracking talent,  Makes catches outside his frame,  Very good open-field vision for run after catch,  Strong legs with ability to wiggle and elude or break the tackle",NW
20,WR," More physical than expected with ball in his hands,  Will not half-step as a run finisher, so buckle up,  Can step right in as punt returner,  Only one season of high-level production, "" Battled injuries and missed chunks of action in both 2017 and 19""",NW
20,WR," Route speed looks turned down at times,  Route inefficiencies will need to be corrected,  Too much freestyling and wasted motion in and out of breaks,  Can play with better strength against tight man at the top of the route,  Might have issues handling contested catch duties underneath",NW
20,WR," More quick than speedy,  Only one season of high-level production,  Can step right in as punt returner, Access to early acceleration to uncover,  Will not half-step as a run finisher, so buckle up",NW
21,EDGE,"Team captain who leads with great work ethic and determined effort,  Explosive, twitched-up ball of power,  Possesses rare short-area quickness and agility,  Excellent flexibility playing low and firm into the block,  Leverage and leg drive to work across the block post-contact",NW
21,EDGE," Quick hands should help batter blocks on the next level,  Has potential for quicker stack and shed with more work, "" Lateral shuffle down the line is as quick as youll find"",  Pursuit speed is upper-echelon for players his size,  Hard to move around by single, base blocks",NW
21,EDGE," Quickness could unlock rush success as interior rusher,  Pure power to push the pocket, dislodge and anchor,  Good change of direction to hound targets inside the pocket,  Secondary rush effort lasts game in and game out,  Has just 19 collegiate starts",NW
21,EDGE,""" Production doesnt always match the traits"", "" Doesnt have natural instincts and awareness of a playmaker"",  Playing style is very choppy and unfocused,  Short-stepping rusher who is easier to find with a punch,  Has acceleration and rush momentum stalled by blockers",NW
21,EDGE," Needs to incorporate a more violent chop to grease the edge,  Slow to read and react to screens and misdirection,  Excellent flexibility playing low and firm into the block,  Leverage and leg drive to work across the block post-contact,  Quick hands should help batter blocks on the next level",NW
22,CB,"Big, long and can run,  Improved his pattern recognition later in the 2019 season,  Hassles receivers with length and strength,  Plus route redirection from zone coverage,  Appears to have physical attributes needed to cover mismatch tight ends",NW
22,CB," Stays in phase from press coverage,  Stalls the release with effective one- or two-hand punch,  Maintains focus and positioning when tracking deep targets,  Shows straight-line closing speed when he opens his stride,  Ball skills come naturally for him",NW
22,CB," Attacks on the throw are typically well-timed and extremely rigorous,  Takes play-side angles in challenging passing lanes,  Excellent use of hand-fighting and body positioning constricts catch space,  Has potential for rapid improvement as run defender with more work,  Needs more coaching to improve fundamentals and technique",NW
22,CB," Clunky backpedal with a tendency to open his hips too early,  Plays too tall, creating turbulent transitions to chase route breaks,  More reactive than instinctive from off-man at this time,  Could struggle staying connected with complex routes,  Average click-and-close from the top of his drop",NW
22,CB," Interference penalties pop up when he doesn’t work to find the football,  Inconsistent balance and form as run-support tackler,  Some missed tackles ended up costing his team points,  Hassles receivers with length and strength,  Plus route redirection from zone coverage",NW
23,OT,"Split low with optimal center of gravity, "" Natural bender whos able to keep his pad level right"",  Silky-smooth feet in pass slides,  Strong hands help him lock in after punch has landed,  Athletic feet to mirror and move in all directions",NW
23,OT," Ability to quick-set wide rushers and short-circuit their angles,  Body control and balance generally solid throughout the rep,  Lower-body bend to doorstop a bull rush,  Has talent and athleticism to make all the blocks at any angle,  Lateral quickness off the snap is fantastic",NW
23,OT," Enticing combination of feet, hips and hand strength,  Tunnel-maker with ability to reach, turn and secure cutback lanes,  Very effective cut blocker,  Keeps eyes trained on second-level targets through his secure blocks,  Agility to stalk and connect against moving targets",NW
23,OT," Eliminated most penalties over the last two seasons,  Play can be much too nonchalant at times,  Inexplicably lets opponents off the hook early rather than finishing them,  Too reliant upon athleticism over technique,  Low hands lead to occasional late punches",NW
23,OT," Opens outside hip a little early in his pass slides,  Allows defender into his frame more than he should,  Needs committed power step inside to protect B-gap,  Inconsistent working a firm, accurate outside hand,  Lazy with hand placement on down blocks",NW
23,OT," Rushes through secure block on combos,  Enticing combination of feet, hips and hand strength,  Low hands lead to occasional late punches,  Inconsistent working a firm, accurate outside hand,  Has talent and athleticism to make all the blocks at any angle",NW
24,RB,"Great size with the demeanor for the game,  Runs decisively and with urgency,  Rarely fumbles,  Able to gather and cut on short notice,  Downhill wiggle to slalom around bodies",NW
24,RB," Change of direction is crisp,  Makes large number of tacklers miss for being a physical back,  Has tools to handle inside/outside duties,  Follows and bursts to daylight off of lead blocks,  Violent finisher who is ready to thump when challenged",NW
24,RB," Plus balance to keep run on track through first contact,  Talent as route runner and pass catcher was on full display in 2020,  Soft hands with above-average ball skills,  Willing and able in pass protection,  Runs with inconsistent feel for tempo",NW
24,RB," Lacks speed to threaten for the big play,  Gets in a hurry, hindering his ability to find developing blocks,  Runs with low knee action and average burst between tackles,  Average acceleration out of his cuts,  Takes on heavy contact on a consistent basis",NW
24,RB," Running style could lead to challenges with durability,  Makes large number of tacklers miss for being a physical back,  Runs with low knee action and average burst between tackles, Great size with the demeanor for the game,  Rarely fumbles",NW
25,RB,"Very capable of excelling on all three downs,  Put it in the paint throughout career with 78 total touchdowns in four years,  Rabid determination to beat tacklers with ""fast"" or ""force, "" Had 16 career touchdowns of 44-plus yards,  Patient creeper, allowing power blocks to develop",NW
25,RB," Excellent read-and-cut timing behind wash-down blocks, "" Gets it downhill when its time to go"",  Leg drive and balance to power and bounce through contact,  YAC daddy whose default running style is set to rampage,  Several scores came after hard contact",NW
25,RB," Hips can swivel and cut in any direction,  Top-end speed to make poor angles pay the iron price,  Elevated his value as receiver out of backfield in 2020,  Loves to clean up A-gap blitzers with booming angle block,  Average ball security needs to improve",NW
25,RB," Wasted motion into reads and cuts,  Long strider in short spaces,  Wide base limits lateral balance at times,  Running style is aggressive but somewhat segmented,  Lacks finesse along the interior at times",NW
25,RB," Drops easy throws on swing passes,  Needs to square rushers and keep them centered,  Has taken some tread off the tire with running style,  Loves to clean up A-gap blitzers with booming angle block,  Put it in the paint throughout career with 78 total touchdowns in four years",NW
26,CB,"Good strength and physicality from press,  Nimble feet with smooth backpedal to gain depth,  Talented mirror-and-match technique versus early release,  Plays under balanced platform for easier transitions,  Has shown the ability to recover with feet, not hands",NW
26,CB," Allowed 31, 6% completion rate and just 7, 8 yards per catch in 2020, per PFF,  Well-versed in off-man and Cover 3 schemes to go with press,  Locates and maintains position to play the football",NW
26,CB,""" Assails receivers chances on contested catches"",  Drives forward with intent to punish and jar the catch loose,  Takes smart angles to the reception and comes to balance as tackler,  Very willing as wrap-up tackler in run support,  Played in just 21 games, with 18 starts, during his college football career",NW
26,CB," Can be a little tardy to see and respond from off coverage,  Needs to do a better job of trusting eyes and instincts,  Lateral transition burst is just average in route match,  Some tardiness to open hips and run with the post route,  Room for improvement with pattern and set-point recognition of WR/QB",NW
26,CB," Response to cross-face routes was inconsistent,  Fifteen career penalties, including seven pass interference penalties in his last 14 games,  Needs to get off blocks sooner and could use more tackle strength,  Needs to do a better job of trusting eyes and instincts,  Talented mirror-and-match technique versus early release",NW
27,WR,"Possesses NFL size as an outside target,  Uses a diverse set of release moves,  Works with crisp route stems,  Instinctive to scramble and uncover when plays come off schedule,  Limber upper body for mid-air adjustments",NW
27,WR," Build-up speed to challenge over the top,  Carries pro-ready hands,  Catches crossing routes without breaking stride, "" Extends to meet the ball and can pluck it cleanly when its outside the frame"",  Has a few circus-catch highlights",NW
27,WR," Sneaky efficiency with his wiggle to elude first tackler after catch,  Press release can be a little leggy and inefficient at times, "" Had issues dealing with Nebraska cornerback Lamar Jacksons play strength in 2019"",  Hip tightness could limit complexity of routes asked of him,  Average burst through change of direction in his routes",NW
27,WR," Below-average tracking and adjusting to the deep throw,  Too content allowing defenders to crowd/eliminate his catch space,  Lacked consistency against top cornerback competition,  Not asked to help much as blocker in the run game,  Press release can be a little leggy and inefficient at times",NW
