ID,Position,Scouting Report Sentence(s),Race
2,QB,Positiv Pstv Virtue EVAL WltOth WltTot Ovrst Time@ NegAff Power Active Travel Time@ Affil Active SocRel IAV AffGain AffTot,NW
2,QB,Affil Active SocRel IAV AffGain AffTot Positiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTot Active Solve IAV EnlGain EnlTot Object BldgPt,NW
2,QB,Negativ Ngtv Vice NegAff Affil Active SocRel IAV AffGain AffTot Positiv Pstv Strong Power Virtue RspOth RspTot Positiv Pstv Strong Virtue RcGain RcTot,NW
2,QB, Quality Arousal EndsLw,NW
2,QB,Active Causal TrnGain Strong Quan DIM Goal PowOth PowTot  Positiv Nonadlt IndAdj Space,NW
2,QB,Strong Space Space POS PowCoop PowTot Positiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTot Positiv Pstv Know PowCoop PowTot Positiv Pstv Strong Virtue EVAL SklOth SklTOT,NW
2,QB,Passive Arousal EMOT Strong Power Active Exert IAV PowOth PowTot,NW
2,QB, Positiv Pstv Weak Virtue EVAL Object Tool Passive Fall DAV Time@ Affil Active SocRel IAV AffGain AffTot,NW
2,QB,Positiv Pstv Strong Virtue Exprsv Positiv Nonadlt IndAdj Passive Quan TimeSpc Strong Quan DIM Positiv Nonadlt IndAdj Negativ Ngtv Role HU Object Tool,NW
2,QB,Positiv Active Travel IAV  Negativ Ngtv Hostile Weak Passive SocRel PowCon PowTot Positiv Pstv Virtue SureLw,NW
2,QB,Quality Negativ Ngtv Hostile Active Virtue PowCon PowTot Positiv Econ@ Quan WltOth WltTot Negativ Ngtv Hostile Strong Active Milit SocRel DAV PowCon PowTot ,NW
2,QB,Negativ Ngtv Hostile Active SocRel PowCon PowTot Positiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTot Strong Power Active Virtue Ovrst SureLw ,NW
2,QB,Object Tool,NW
2,QB,Passive Undrst Causal Abs@ ABS If Travel IAV TranLw Active Exprsv Travel DAV TranLw Affil Active SocRel IAV AffGain AffTot ,NW
2,QB,Positiv Pstv Strong Power Ovrst Role MALE HU RspOth RspTot Negativ Ngtv Passive Need EndsLw Negativ Ngtv Hostile Active SocRel IAV,NW
2,QB,Space Positiv Pstv Virtue EVAL Affil Active SocRel IAV AffGain AffTot  Affil Active SocRel IAV AffGain AffTot,NW
2,QB,Negate SV Active Solve IAV EnlGain EnlTot Passive Arousal,NW
2,QB,Affil Virtue AffOth AffTot Affil Active SocRel IAV AffGain AffTot Negativ Ngtv Hostile Power Passive Vice PowOth PowTot Ritual Submit Passive Role HU Negativ Ngtv Weak Passive Fail IAV PowCon PowTot Travel IAV TranLw,NW
2,QB,Negativ Ngtv Weak Passive Vice WlbPhys WlbTot Power Role HU EnlPt EnlTot Affil Active SocRel IAV AffGain AffTot Strong Power Active Exert IAV PowOth PowTot Negativ Ngtv Hostile Active SocRel IAV TrnLoss,NW
3,QB,Active Work IAV ECON Exprsv Ritual,NW
3,QB,  Positiv Affil Strong IndAdj,NW
3,QB,ABS DIST Space TimeSpc Strong Active Increas TimeSpc Object Tool Know,NW
3,QB,Positiv Nonadlt IndAdj Negativ Eval@ Quality IndAdj Strong Space IAV PosAff Causal Positiv Pstv Affil Strong Active Role HU Positiv Pstv Strong Virtue EndsLw Negativ Ngtv Hostile Arousal,NW
3,QB,Negativ Ngtv Solve IAV EndsLw Positiv Pstv Affil Active Virtue PowOth PowTot Positiv Complet Quan,NW
3,QB,Active Work IAV Positiv Pstv Virtue EndsLw Active Solve IAV EnlGain EnlTot Positiv Affil Strong IndAdj,NW
3,QB,Know WlbPsyc WlbTot Hostile Role HU PowPt PowTot Positiv Nonadlt IndAdj Positiv Eval@ Quality IndAdj Active Solve IAV TimeSpc,NW
3,QB, Positiv Pstv Virtue Undrst If ECON Exprsv Ritual Strong Means EndsLw,NW
3,QB,Virtue Ovrst EVAL  Negativ Active ComForm IAV PLACE Region Positiv Pstv Affil Strong Active Role HU Positiv Pstv Virtue WlbPhys WlbTot Strong Power Active SocRel IAV,NW
3,QB,Affil Active SocRel Weak Undrst Quan Vary IAV TranLw,NW
3,QB, Means EndsLw Affil Active SocRel IAV AffGain AffTot Goal PowOth PowTot  Econ@ ECON ComForm COM FormLw,NW
3,QB,Positiv Pstv Virtue Undrst EVAL EndsLw Passive Arousal Space  PLACE Route TimeSpc,NW
3,QB, Positiv Pstv Virtue EVAL SklOth SklTOT Active Passive Arousal Affil Active SocRel IAV AffGain AffTot,NW
3,QB,Positiv Pstv Active Know EnlOth EnlTot Object Tool  Ovrst Time@ NegAff PLACE Route,NW
3,QB,Solve IAV  Space Active Travel TranLw Active Exprsv Role HU SklPt SklTOT,NW
3,QB,Active Travel TranLw Submit Rel IAV Vary Abs@ ABS,NW
3,QB,Means EndsLw,NW
3,QB, Work IAV,NW
3,QB, ABS DIST Space TimeSpc ,NW
3,QB,Negativ Ngtv Passive Need EndsLw Strong Power Econ@ COLL HU WltPt WltTot Object Tool,NW
3,QB,Passive Undrst Causal Abs@ ABS If Negativ Vice Need Object Tool Passive Fall DAV Strong Power Active POLIT Perceiv EnlOth EnlTot,NW
3,QB,Strong Power Active Exert IAV PowOth PowTot Strong Active Exert IAV Positiv Pstv Submit Passive Perceiv Affil Active SocRel IAV AffGain AffTot,NW
3,QB,Negativ Ngtv Passive Need EndsLw Strong Power Active Virtue Ovrst SureLw Strong Power Econ@ COLL HU WltPt WltTot Legal Role HU SklPt SklTOT,NW
3,QB,Power ComForm COM FormLw Quan Weak Passive Decreas DAV TranLw Power Active Travel Time@,NW
3,QB,Weak Undrst FREQ TimeSpc Power ComForm COM FormLw Negativ Ngtv Strong Active NatrPro PowOth PowTot Positiv Nonadlt IndAdj Space  Space ,NW
3,QB,Power ComForm COM FormLw Strong Space Positiv Econ@ Quan WltOth WltTot Positiv Pstv Affil Strong Active Role HU Arousal EndsLw,NW
3,QB,Strong Quality TimeSpc Virtue Undrst,NW
4,TE,Arousal EndsLw Strong Power Means EndsLw Positiv Pstv Affil Strong Active Role HU,NW
4,TE,Virtue Ovrst EVAL Strong Active Rel IAV TrnGain Active Solve IAV Power ECON Polit@ POLIT COLL HU PowAuPt PowTot Positiv Pstv Virtue EVAL SklOth SklTOT,NW
4,TE,Strong Active Complet IAV PowGain PowTot Active Solve IAV EnlGain EnlTot Space Quality Exprsv Role HU SklPt SklTOT,NW
4,TE,Positiv Econ@ Quan WltOth WltTot Negativ Ngtv Hostile Strong Active Vice Eval@ IndAdj Negativ Vice Stay IndAdj Econ@ ECON ComForm COM FormLw Negativ Ngtv Solve IAV EndsLw,NW
4,TE, Positiv Pstv Affil Strong Active Role HU Space Vary TranLw PLACE Route TimeSpc,NW
4,TE,Positiv Pstv Strong Virtue EVAL SklOth SklTOT PLACE Sky TimeSpc  Decreas DAV,NW
4,TE,Strong Active Increas TimeSpc Negativ Passive Finish Exert IAV Work IAV Active Travel IAV TranLw ,NW
4,TE,Negativ Ngtv Hostile Active SocRel IAV TrnLoss Strong Active Fall IAV Travel IAV TranLw Positiv Pstv Strong Active Exprsv Begin IAV EndsLw Ovrst Time@ TIME TimeSpc Rel TrnLoss,NW
4,TE,Positiv Pstv Affil Strong Active Role HU Space TimeSpc PLACE Route TimeSpc,NW
4,TE,PLACE Region ArenaLw Solve IAV TranLw Affil Active SocRel IAV AffGain AffTot Strong Power Active ComForm IAV EnlOth EnlTot Positiv Feel Arousal Doctrin,NW
4,TE,Positiv Pstv Strong Virtue Ovrst Passive Stay IAV Perceiv IAV EnlOth EnlTot Space Hostile Strong Power Active ComForm IAV PowCon PowTot Strong Active Complet IAV TrnGain,NW
4,TE,Positiv Know Perceiv Strong Active Complet IAV TrnGain PLACE Sky TimeSpc Positiv Pstv Weak Virtue EVAL Hostile SocRel,NW
4,TE,Quality Strong Power Econ@ Role HU WltPt WltTot    Strong Quality,NW
4,TE,Positiv Pstv Strong Virtue EndsLw Strong Power Goal PowCon PowTot Strong Active Exert IAV TranLw PLACE Region Strong Power Active SocRel IAV,NW
4,TE,Strong Active Complet IAV TrnGain Positiv Eval@ Quality Positiv Pstv Strong Virtue EndsLw Strong Ovrst Space DIM SureLw,NW
4,TE,Negativ Ngtv Strong Active Finish PowLoss PowTot Perceiv IAV EnlOth EnlTot Negativ Ngtv Weak Active Fail DAV,NW
4,TE,Active Exert Abs@ ABS EndsLw Active Try IAV Time@ Active Abs@ ABS Space,NW
4,TE,PLACE Route TimeSpc Negativ Ngtv Weak Passive Fail IAV PowCon PowTot Positiv Pstv Strong Active Virtue TrnGain PLACE Region TimeSpc,NW
4,TE,Negate SV Affil Active SocRel IAV AffGain AffTot Negativ Eval@ Quality IndAdj Finish IAV Econ@ ECON ComForm COM FormLw,NW
4,TE,ECON POLIT Name Strong Power Virtue PowOth PowTot ,NW
4,TE,Negativ Ngtv Hostile Active SocRel PowCon PowTot Strong Active Complet IAV TranLw Strong ComForm EnlOth EnlTot FormLw Hostile Role HU PowPt PowTot,NW
4,TE,Negativ Ngtv Passive Need EndsLw Active Solve IAV EnlGain EnlTot Space TimeSpc  Space Positiv Pstv Affil Strong Active Role HU,NW
4,TE,Solve IAV Positiv NatrPro Know IndAdj Hostile ComForm PowCon PowTot FormLw PLACE Sky TimeSpc,NW
5,WR, Quality Affil Strong Work PowCoop PowTot Econ@ ECON PLACE Social WlbPhys WlbTot Econ@ ECON Role HU WltPt WltTot,NW
5,WR,Quality Positiv Pstv Weak Virtue EVAL Negativ Ngtv Strong Active NatrPro PowOth PowTot,NW
5,WR,Strong Active Complet IAV TrnGain Ovrst Quan ABS DIST Space TimeSpc,NW
5,WR,Space POS TimeSpc Strong Active Increas TimeSpc Rel TrnLoss Hostile Strong SocRel IAV,NW
5,WR,Hostile SocRel ABS DIST Space TimeSpc Econ@ ECON ComForm COM FormLw,NW
5,WR,Solve IAV TranLw Positiv Pstv Passive Virtue Virtue Ovrst EVAL,NW
5,WR,PLACE Sky Strong ComForm EnlOth EnlTot FormLw Positiv Strong Virtue,NW
5,WR,Positiv COLL HU Time@ Positiv Complet Quan Positiv Pstv Affil Strong Active Role HU Means If Space,NW
5,WR,Negativ Ngtv Hostile Active Exert DAV ABS DIST Space TimeSpc Space Strong Active Complet IAV TrnGain,NW
5,WR,Negativ Ngtv Hostile Active SocRel IAV TrnLoss Weak Active Travel IAV Know Abs@ ABS ArenaLw Strong Quan DIM Positiv Nonadlt IndAdj Negativ Ngtv Hostile Strong Active Vice Eval@ IndAdj,NW
5,WR,Strong Power Means EndsLw Negativ Ngtv Solve IAV EndsLw Positiv Pstv Affil Active Virtue EVAL MeansLw Negativ Ngtv Strong Active Rel PowCon PowTot Space TimeSpc ABS Time@ TIME EndsLw,NW
5,WR,Positiv NatrPro Rel IPadj,NW
5,WR, Strong Active Complet IAV TrnGain Ovrst Time@ TIME TimeSpc,NW
5,WR,Positiv NatrPro Know IndAdj Quality Positiv Feel Arousal Doctrin Space Hostile Strong Power Active ComForm IAV PowCon PowTot Strong Active Complet IAV TrnGain,NW
5,WR,Affil Active SocRel IAV AffGain AffTot Negativ Ngtv Role HU NatrPro Positiv Pstv Passive Virtue,NW
5,WR,Strong Quan DIM Positiv Nonadlt IndAdj Space PLACE Route TimeSpc,NW
5,WR,Solve IAV PLACE Region TimeSpc Affil Active SocRel PLACE Route TimeSpc Negativ Ngtv Weak Passive Fail IAV PowCon PowTot,NW
5,WR,Positiv Pstv Strong Space POS Goal PowOth PowTot Positiv Pstv Virtue EVAL Negativ Hostile Vice Strong Means EndsLw,NW
5,WR,Negativ Ngtv Passive Need EndsLw Positiv Nonadlt IndAdj Positiv Pstv Strong Virtue EndsLw,NW
5,WR,Weak Submit Passive Ovrst SocRel IAV PowOth PowTot Positiv Pstv Strong Virtue Exprsv Positiv Pstv Strong Virtue EVAL SklOth SklTOT Negativ Strong IndAdj PLACE Route TimeSpc,NW
5,WR,Positiv Pstv Strong Active Exprsv Begin IAV EndsLw Passive Causal IAV Negativ Ngtv Hostile Active SocRel IAV TrnLoss,NW
5,WR,PLACE Route TimeSpc Object NatObj Positiv Pstv Ovrst Rel,NW
5,WR,Decreas DAV COLL HU Ritual Space Positiv Strong Active Increas PLACE Region,NW
6,WR,Hostile SocRel IAV RcEthic RcTot Solve IAV EnlOth EnlTot Negativ Active Pain EMOT IAV WlbLoss WlbTot Negativ Ngtv Hostile Weak Passive SocRel PowCon PowTot,NW
6,WR,Econ@ Means SklOth SklTOT IAV Ovrst Quan ABS DIST Space TimeSpc,NW
6,WR,Econ@ ECON ComForm COM FormLw Vary TranLw PLACE Route TimeSpc Travel IAV,NW
6,WR,Submit Causal Negate EndsLw Negativ Ngtv Vice NegAff Space PLACE Route TimeSpc,NW
6,WR,Positiv Strong Virtue BodyPt Active Exert DAV Negativ Ngtv Weak Passive Fail IAV PowCon PowTot,NW
6,WR,Strong Quan Active Travel TranLw,NW
6,WR,Positiv Pstv Strong Virtue Ovrst EVAL RspOth RspTot Strong Power Active ComForm IAV EnlOth EnlTot Vary Abs@ ABS,NW
6,WR,Quality Strong Power Virtue PowOth PowTot Positiv Pstv Affil Active Virtue EVAL MeansLw PLACE Route TimeSpc,NW
6,WR,Positiv Strong Increas PLACE Route TimeSpc Space Quality,NW
6,WR,Passive Goal EnlOth EnlTot Positiv Pstv Passive Virtue Strong Space,NW
6,WR,Passive SocRel IAV Affil Active SocRel IAV AffGain AffTot ABS DIST Space Decreas DAV Weak Time@ TimeSpc,NW
6,WR,Negativ Hostile Power Finish IAV,NW
6,WR,Active Rise DAV TranLw Negativ Object Fetch ,NW
6,WR,Strong Active Complet IAV PowGain PowTot Hostile SocRel,NW
6,WR,,NW
6,WR,ABS DIST Space TimeSpc Econ@ Means SklOth SklTOT Positiv Pstv Active Fetch IAV Solve IAV,NW
6,WR,Positiv Eval@ Quality IndAdj BodyPt WlbPhys WlbTot Negativ Ngtv Hostile Weak Vice WlbPhys WlbTot,NW
6,WR,Means If Econ@ ECON ComForm COM FormLw,NW
6,WR,Negativ Active Econ@ Fail IAV Quality Strong Active Complet IAV TrnGain Space Weak Undrst FREQ TimeSpc,NW
6,WR,Negativ Ngtv Weak Active Fail DAV Space Complet IAV Negativ Ngtv Weak Passive Fail IAV PowCon PowTot,NW
7,OT,Strong Virtue EndsLw Strong Passive Increas EndsLw Positiv Pstv Means If  Strong Power Active POLIT Role HU PowPt PowTot Positiv Pstv Strong Virtue EVAL SklOth SklTOT Positiv Pstv Strong Virtue Exprsv Negativ Passive Finish Exert IAV ComForm COM FormLw Negate SV  Passive Goal EnlOth EnlTot Complet IAV Positiv Feel Arousal Doctrin Active Travel TranLw Strong Active Exert Abs@ ABS TranLw Positiv Nonadlt IndAdj Space Negativ Ngtv Role HU PLACE Region Power ComForm EnlGain EnlTot Positiv Strong Virtue Know IndAdj Virtue Ovrst EVAL Quality Milit Object Tool Active Abs@ ABS Space Active Solve IAV EnlGain EnlTot Negativ Ngtv Hostile Strong Active Vice WlbPhys WlbTot Space Quality,NW
7,OT,Positiv Pstv Affil Active Virtue EVAL MeansLw PLACE Sky TimeSpc BodyPt Strong Active Space PowOth PowTot Positiv Pstv Affil Strong Active Role HU Strong Active Increas DAV TimeSpc Negativ Travel Time@ IndAdj ABS DIST Space TimeSpc Positiv Pstv Affil ComForm IAV PosAff Negativ Ngtv Hostile Active SocRel IAV TrnLoss Active Vary IAV Solve IAV  Strong Virtue EndsLw BodyPt ABS DIST Space TimeSpc  Arousal EndsLw Strong ECON Complet   Active Exert Abs@ ABS EndsLw Negativ Hostile Active Exert IAV  Active Travel Solve IAV Quality ComForm EnlOth EnlTot FormLw Positiv Nonadlt IndAdj Strong Power Virtue PowOth PowTot,NW
7,OT,Quality Negativ Ngtv Role HU Weak Passive Decreas DAV TranLw Power Active Travel,NW
7,OT,Passive Undrst Causal Abs@ ABS If Strong Power Econ@ Role HU WltPt WltTot,NW
7,OT,Causal If Passive SocRel IAV ABS DIST Space TimeSpc Positiv Pstv Active ComForm DAV EnlGain EnlTot Finish Positiv Pstv Strong Virtue EndsLw,NW
7,OT,Negativ Ngtv Passive Need EndsLw Positiv Pstv Strong Active Virtue TrnGain Space POS TimeSpc Quality Strong Power Virtue PowOth PowTot,NW
7,OT,Negativ Ovrst  Strong Solve IAV Space,NW
7,OT,Negativ Hostile Active Exert IAV Negativ Ngtv Weak Passive Vice EndsLw Positiv Pstv Affil Active Virtue RcEthic RcTot Positiv Econ@ Quan WltOth WltTot Rel TrnLoss,NW
7,OT,Positiv Role HU Know Positiv Pstv Strong Goal MeansLw Strong Ovrst Time@ Intrj SureLw  ABS DIST Space TimeSpc,NW
7,OT,Negativ Ngtv Passive Need EndsLw Strong Active Increas EndsLw Negativ Ngtv Role HU Positiv Affil Strong IndAdj,NW
7,OT,Power ComForm COM FormLw ABS DIST Space TimeSpc  Means EndsLw Object Tool Space TimeSpc Active Travel TranLw,NW
8,CB,Positiv Eval@ Quality IndAdj,NW
8,CB, Space Space EnlOth EnlTot,NW
8,CB,Positiv Nonadlt IndAdj Active Solve IAV Academ Doctrin EnlOth EnlTot Econ@ ECON ComForm COM FormLw,NW
8,CB,Passive Role HU EnlPt EnlTot Active Travel TranLw Econ@ ECON ComForm COM FormLw Negativ Ngtv Role HU Space,NW
8,CB,Positiv Pstv Strong Power Virtue MeansLw Positiv Nonadlt IndAdj Vary Abs@ ABS Econ@ ECON ComForm COM FormLw Negativ Ngtv Solve IAV EndsLw,NW
8,CB,Strong Means EndsLw Negativ Hostile Active Exert IAV  Strong Power Econ@ ECON POLIT Role HU Space Strong Work DAV PowOth PowTot Object BldgPt,NW
8,CB,Positiv Pstv Strong Power Pleasur EMOT Ovrst WlbPsyc WlbTot Positiv Pstv Strong Virtue PosAff Positiv Strong Affil Active SocRel,NW
8,CB,Passive Fall DAV Object Tool Negativ Ngtv Hostile Strong Active SocRel IAV PowOth PowTot PLACE Route TimeSpc Affil Active SocRel,NW
8,CB,Strong Work DAV PowOth PowTot Positiv Pstv Submit Passive Perceiv PLACE Route TimeSpc,NW
8,CB,Quality Passive Goal EnlOth EnlTot ECON Exprsv Ritual,NW
8,CB,Solve IAV TranLw Submit Passive Role HU Positiv Econ@ Quan WltOth WltTot Rel TrnLoss,NW
8,CB,BodyPt Hostile Role HU PowPt PowTot Strong Active Complet IAV TrnGain Strong ComForm EnlOth EnlTot FormLw,NW
8,CB,Positiv Strong Virtue EVAL Abs@ ABS MeansLw Object Tool COM ,NW
8,CB,Positiv Pstv Weak Submit Virtue EVAL RspOth RspTot Positiv Pstv Virtue Econ@ ECON WltOth WltTot Quality Know Positiv Strong Virtue Know IndAdj,NW
8,CB,BodyPt  Vary Abs@ ABS Causal Negativ Ngtv Weak Passive Persist IAV TranLw Strong Active Increas TimeSpc,NW
8,CB,Negativ Strong Ovrst IndAdj Negativ Ngtv Hostile Active Exert DAV TranLw Hostile Strong Active Stay IAV PowCon PowTot PLACE Route TimeSpc,NW
8,CB,Polit@ POLIT Object ComnObj COM RspOth RspTot Strong Active Travel Positiv Pstv Virtue Academ EnlOth EnlTot Strong Power Econ@ COLL HU WltPt WltTot ABS DIST Space TimeSpc Means SklOth SklTOT,NW
8,CB,Solve IAV Power ComForm EnlGain EnlTot Negativ Ngtv Hostile Active SocRel IAV PLACE Route TimeSpc,NW
8,CB,Perceiv Causal Strong Active Exert IAV TranLw Econ@ ECON ComForm COM FormLw Active Travel IAV TranLw Goal Abs@ ABS EndsLw ,NW
8,CB,Positiv Pleasur EMOT Stay Our Negativ Ngtv Vice RcEthic RcTot Active Solve IAV EnlGain EnlTot Passive SocRel IAV Positiv Affil IPadj,NW
9,CB,Affil Strong Role Kin@ MALE HU AffPt AffTot Positiv Role HU Know Affil Active Academ SocRel IAV,NW
9,CB,Finish Passive Exert,NW
9,CB,Power ECON Polit@ POLIT COLL HU PowAuPt PowTot Academ Doctrin EnlOth EnlTot Know,NW
9,CB,Doctrin Econ@ ECON Positiv Strong Know IndAdj Strong Power Econ@ COLL HU WltPt WltTot Means SklOth SklTOT,NW
9,CB,Negativ Ngtv Hostile Power Pain Negate Strong Means EndsLw Negativ Eval@ Quality IndAdj Affil Active SocRel,NW
9,CB,ABS DIST Space TimeSpc Strong Ovrst Quan SureLw Negativ Hostile Active Exert IAV Strong Active Increas DAV TimeSpc Submit Passive Role HU Active Travel,NW
9,CB,Passive Perceiv IAV EnlOth EnlTot PLACE Route TimeSpc Passive SocRel IAV Submit Passive Role HU ,NW
9,CB,Object Tool  Submit Passive Role HU,NW
9,CB,Positiv Pstv Strong Virtue EVAL SklOth SklTOT Positiv Eval@ Quality IndAdj  Ritual Abs@ ABS Time@ PLACE Route TimeSpc Strong Means EndsLw,NW
9,CB,Positiv Pstv Strong Virtue EndsLw Positiv Pstv Submit Passive Perceiv Know EnlOth EnlTot Passive Virtue RcEnds RcTot,NW
9,CB,NatrPro Strong Active Travel PowPt PowTot TranLw Strong Active Increas TimeSpc Vary Abs@ ABS,NW
9,CB,Travel IAV TranLw ABS DIST Space TimeSpc Quality Econ@ ECON ComForm COM FormLw,NW
9,CB,Strong Power Active Stay IAV TrnLoss ABS DIST Space TimeSpc Ovrst Time@ TimeSpc Abs@ ABS Time@ Positiv Strong Active Increas,NW
9,CB,Passive Arousal EMOT Positiv Pstv Affil Arousal Positiv Feel Arousal Doctrin,NW
9,CB,PLACE Region ArenaLw Arousal EndsLw Strong Active Complet IAV TrnGain,NW
9,CB,Negativ Ngtv Strong Active NatrPro PowOth PowTot Strong Power Goal PowCon PowTot Active Space Strong ComForm EnlOth EnlTot FormLw,NW
9,CB, Space Complet IAV Exprsv Role HU SklPt SklTOT Negativ Ngtv Vice EnlOth EnlTot Passive SocRel IAV Strong Active Complet IAV TrnGain,NW
9,CB,Positiv Pstv Affil Active Virtue RcEthic RcTot Active Work DAV Finish Strong Power Virtue PowOth PowTot,NW
9,CB,Causal If Academ Doctrin EnlOth EnlTot Decreas DAV,NW
9,CB,ComForm COM PowOth PowTot FormLw Negativ Ngtv Vice Undrst EVAL Negate Space Econ@ ECON ComForm COM FormLw,NW
9,CB,Hostile Vice Legal RcEthic RcTot Strong Rel IAV TranLw Negativ Ngtv Hostile Strong Active Vice PowCon PowTot,NW
9,CB,Active Travel Space Abs@ ABS Time@ PLACE Route TimeSpc ,NW
9,CB,Positiv Pstv Virtue Abs@ ABS EndsLw Strong Active Exert DAV PLACE Route TimeSpc Positiv Pstv Virtue MeansLw,NW
10,WR,Quality PLACE Route TimeSpc Active Exprsv Role HU SklPt SklTOT Quality Travel IAV TranLw,NW
10,WR,Object BldgPt Positiv Pstv Virtue Econ@ ECON WltOth WltTot Ovrst Know SureLw,NW
10,WR,Positiv Pstv Virtue Polit@ POLIT Abs@ ABS RspOth RspTot Positiv Pstv Strong Active Virtue SklOth SklTOT Negativ Ngtv Role HU Space,NW
