ID,Position,Scouting Report Sentence(s),Race
5,WR,""" Doesnt create enough cornerback tilt out of stems and turns""",NW
5,WR, Route trees have been fairly basic,NW
5,WR, Slow gathering and opening on comebacks and zone beaters,NW
6,WR,Cheat-code speed to terrify a defense,NW
6,WR, Eleven of 20 career touchdowns went for 50-plus yards,NW
6,WR, Toys with coverage by altering route speed frequently,NW
6,WR, Impossible to stick with on crossing routes,NW
6,WR, Agile hips to snap off crisp breaks,NW
6,WR, Sells the double moves,NW
6,WR, Impressive fluidity to maintain speed through transitions,NW
6,WR, Lower-body strength helps to battle against route bullies,NW
6,WR, Specializes in accessible routes on all three levels,NW
6,WR, Early to find and adjust to the deep ball,NW
6,WR, Runs through the throw rather than reaching and slowing prematurely,NW
6,WR, Obliterates would-be tackle angles with the ball in his hands,NW
6,WR," Glides, leaps and snares the ball in mid-air",NW
6,WR, Puts up a good fight as a blocker,NW
6,WR, 19,NW
6,WR,3-yard career punt return average with two touchdowns,NW
6,WR, Coming off ankle injury,NW
6,WR, Never really tested by coverage in 2020,NW
6,WR, Will default to body catches on occasion,NW
6,WR, Had drops when ball was on top of him quickly out of breaks,NW
7,OT,Twenty years old with potential for growth Considered vocal game day leader in 2019 Exceptionally gifted athlete Explodes out of stance and into lateral angles/blocks that others can’t make Always going to find top positioning as move blocker Springs into action to seal play-side edge on outside zone Change-of-direction talent for rare second-level radar and connect rate Can be a very violent striker on second level,NW
7,OT,Helped spring long touchdowns with blocks in space Hip torque to displace defender and widen off-tackle rushing lanes Fleet feet to greet edge burners at the turn Flashes above-average short-set potential Has hips and feet to make challenging recovery blocks when beaten Keeps hands active with punch and re-set Hitches a ride and redirects rush beyond his quarterback Average body type and play strength,NW
7,OT, Pad level and outside hands diminish his drive power,NW
7,OT, Tendency to pop and fall off rather than clinch up and control with hands,NW
7,OT, Would like to see him run feet through contact and finish consistently,NW
7,OT, Needs to improve upper-body strength,NW
7,OT, Inconsistent securing base blocks and redirecting rushers on his edges,NW
7,OT," Punch lacks commitment, allowing rushers to separate",NW
7,OT, Pass pro will benefit once he gets hands and feet in sync,NW
7,OT, Needs to develop a stronger outside hand in protection,NW
7,OT, Leaves feet behind at times when attempting to mirror inside moves,NW
8,CB,Comes from NFL bloodline,NW
8,CB, Steps on the field with prototypical dimensions,NW
8,CB, Plays to his size with physical man coverage,NW
8,CB, Experienced moving coverage from outside to slot,NW
8,CB, Capable of playing in a variety of coverage schemes,NW
8,CB, Press punch is well-timed and executed on balanced platform,NW
8,CB, Confident and patient squaring up release,NW
8,CB, Slides and mirrors in impeding the route beyond the release,NW
8,CB, Balances attention between route and quarterback,NW
8,CB, Bodies up down the field before finding the football,NW
8,CB, Able to track down receiver after allowing early separation,NW
8,CB, Long-limbed attacker at the catch point,NW
8,CB, Underrated blitzer with ability to slip blocks and get after quarterbacks,NW
8,CB, Very modest ball production for his level of traits and talent,NW
8,CB," Hips get sticky in transition, causing minor delays to accelerate",NW
8,CB, Too much blatant grabbing and holding during the route,NW
8,CB,""" Flags will fly if he doesnt learn to trust his feet and technique""",NW
8,CB, Average directional change when shadowing route,NW
8,CB, Tunnel vision caused issues for him in coverage near goal line in 2020,NW
8,CB, Too content to let others do dirty work in run support,NW
9,CB,Father was Pro Bowl cornerback and is now a coach,NW
9,CB, Finished with 38 consecutive starts at Alabama,NW
9,CB, Elite physical traits with prototypical athleticism,NW
9,CB, Technically proficient and trusts that technique,NW
9,CB, Unwilling to flinch or overextend through press fakes and release,NW
9,CB,""" Feet and length to punch and widen receivers departure""",NW
9,CB, Recognizes routes and will run them for receivers at times,NW
9,CB, Gears up and down with synchronized timing to the receiver,NW
9,CB, Outstanding when it comes to timing up opening to phase route from press or off-man,NW
9,CB, Consistent attention to detail and discipline,NW
9,CB, Fluid movement with early acceleration from transitions,NW
9,CB, Long strides with choppy feet for three-level coverage,NW
9,CB, Shuts feet down instantly to phase comebacks,NW
9,CB, Feel for responsibilities and positioning in quarters and Cover 3,NW
9,CB, Locates ball and challenges catch when back is to quarterback,NW
9,CB, Explosive leaper to win jump balls at highest point,NW
9,CB, Gets on top of pass catchers quickly to limit run after catch,NW
9,CB,""" Committed wrap-up tackler with finishers strength""",NW
9,CB, Would like to see more physicality to slow playmakers across from him,NW
9,CB, Will engage in unnecessary hands-on downfield coverage,NW
9,CB," Had six penalties in 2019, including four pass interference calls",NW
9,CB, Rides on high side when phasing routes at times,NW
9,CB, Has opportunities to squeeze routes even tighter when he can do it safely,NW
10,WR,"Buttery smooth route runner with long, loose strides",NW
10,WR, Elevated production no matter his quarterback or teammates,NW
10,WR, Equally effective outside or from the slot,NW
10,WR," Uses sudden feet, forward lean and shoulder turn to avoid handsy press",NW
10,WR, Urgent takeoff creates opportunities for easy comeback routes,NW
10,WR, Routes are equally fluid and effective on all three levels,NW
10,WR, Unpredictable route tempo keeps coverage on its heels,NW
10,WR, Rare ability for speedy strider to quickly sink and break sharply,NW
10,WR, The most talented corners struggle to keep him close throughout routes,NW
10,WR, Rarely drops the catchable throw,NW
10,WR, As natural a hands catcher as you will find,NW
10,WR, Elite body control and catch focus in the air,NW
10,WR, Takes his defenders to the circus with ridiculous catches,NW
10,WR, Hungry getting back to the throw and creating late separation,NW
10,WR, Able to hit big plays after slipping first tackle,NW
10,WR, Has talent as a return man and gunner,NW
10,WR, Bone-thin with playing weight near 170,NW
10,WR, Teams will have concerns about his frame and durability,NW
10,WR, Feisty but lacking average play strength,NW
10,WR, Can be forced against sideline on outside release,NW
10,WR, Gets jostled at the top of the route at times,NW
11,QB,Toughness/willingness to do what it takes is always on display,NW
11,QB, Never lost a Big Ten game as a starter,NW
11,QB, Vast improvement in 2020 with fumbles per snap,NW
11,QB, Good size with stout lower body to stave off sacks/tackles,NW
11,QB, Lateral footwork to side-step downhill blitzers,NW
11,QB," Usually finds a firm, sturdy passing base beneath him",NW
11,QB," Plenty of zip for long, field-side throws",NW
11,QB, Attention to drive mechanics generates velocity when needed,NW
11,QB, Makes quality reads when deciphering high-low concepts,NW
11,QB, Confident and comfortable throwing into intermediate zone windows,NW
11,QB, Willing to take a big hit to deliver a pass,NW
11,QB, Good command and accuracy on boot action to the right,NW
11,QB, Keeps defenses honest with his legs,NW
11,QB, Picks up tough yards on the ground when team needs it,NW
11,QB, Needs to improve pocket mobility for clean launch points,NW
11,QB," Below-average feel for edge pressure, running himself into pressure points",NW
11,QB, Field vision is average in face of the blitz,NW
11,QB, Missed open blitz beaters in the middle of the field against Indiana,NW
11,QB, Gradual operation time prevents expedited release,NW
11,QB, Needs to release ball earlier on anticipatory throws,NW
11,QB, Needs to improve eye manipulation as a pro,NW
11,QB, Stagnant eyes invite coverage to the passing party,NW
11,QB, Forces receivers to slow for deep throws,NW
12,LB,Jarring production jump from freshman to sophomore season,NW
12,LB," Sleek, well-defined frame with powerful lower half",NW
12,LB, Praised inside program for highly competitive nature,NW
12,LB, Elite range with burst/speed rarely seen at linebacker,NW
12,LB, Has foot quickness and change of direction of a running back,NW
12,LB, Can overcome mental mistakes with explosive athleticism,NW
12,LB, Size and strength to free himself from blocks,NW
12,LB, Twitch for lateral gap-to-gap peek-a-boo looking for ball-carrier,NW
12,LB, Wrap-up tackler with limited broken tackles on his bill,NW
12,LB, Talented hunter when blitz is dialed up,NW
12,LB, Able to bend and flatten to quarterback as edge rusher,NW
12,LB, Wiggle for efficient pathways past A-gap protection,NW
12,LB, Gains instant depth dropping into coverage,NW
12,LB, Athletic talent to handle man coverage duties,NW
12,LB, Needs to prove ability to find solo tackles,NW
12,LB, Lack of experience and patience shows in early diagnosis,NW
12,LB, Runs himself out of position with unnecessary early charges,NW
12,LB, Quick to run rather than scrape with square pads,NW
12,LB, Has issues battling downhill rushing attacks coming right at him,NW
12,LB, Loses gap leverage side-stepping lead blocks,NW
12,LB, Takes on blocks with shoulder over punch and separation,NW
12,LB, Needs to run feet through the strike as tackler,NW
13,OT,Frame is compact and muscular with good lean mass,NW
13,OT, Starter since his freshman season and played both tackle spots,NW
13,OT, Reps against Ohio State’s Chase Young were very impressive,NW
13,OT, Confident in claiming his turf in heads-up battles,NW
13,OT, Possesses excellent core strength and contact balance,NW
13,OT, Big paws can snatch into opponent’s frame,NW
13,OT, Runs with choppy feet through his run blocks,NW
13,OT, Smooth lateral flow coming off the ball,NW
13,OT, Fluid as a move blocker and has a good feel for second-level angles,NW
13,OT, Reads and adjustments are fast and effective in space,NW
13,OT, Keeps his head back and chin tucked in pass sets,NW
13,OT, Trusts his feet in pass sets and rarely ever lunges,NW
13,OT, Stiff punch and strong outside hand discourages edge rushers,NW
13,OT, Upper-body power allows for quick separation after punch,NW
13,OT, Quick response to inside shots,NW
13,OT, Sudden anchor drops with hip flexion to lockout a bull-rush,NW
13,OT, Has all kinds of recovery athleticism,NW
13,OT, Some teams might see him as an inside player only because of arm length,NW
13,OT, Allows some separation at the punch point due to lack of length,NW
13,OT, Needs to play with better knee bend in space,NW
13,OT, Slight inconsistencies maintaining inside hands in pass pro,NW
13,OT," Hands ride a little too high on down blocks, causing him to lose some power",NW
14,G,"Wide, thick frame with burly lower body and plus upper-body and core strength",NW
14,G, Able to step out and play tackle effectively if a team needs it,NW
14,G, Adequate athletic talent to pull and trap,NW
14,G, Big man with impressive reactive adjustments on second level,NW
14,G, Hip-to-hip on double-team blocks,NW
14,G,""" Displays his recovery talent when hes cross-faced""",NW
14,G, Hands are strong and his placement is consistently accurate,NW
14,G, Plays under control,NW
14,G,""" Rips a stiff punch directly into rushers frame""",NW
14,G, Gets to full extension with inside hands,NW
14,G, Can clinch and mirror rusher in putting his rush plan in the deep freeze,NW
14,G, Substantial anchor to eat a bull rush,NW
14,G, Quick to process twists and alter assignment,NW
14,G, Pad level can get away from him off the snap,NW
14,G, Needs better drop and pop to move the nose with down blocks,NW
14,G, Below-average creating engagement momentum with settle steps,NW
14,G, Average sink and push to clear debris,NW
14,G, Narrow drive base causes him to fall off blocks against surly two-gappers,NW
14,G, Needs to keep working on hand resets when he loses positioning,NW
15,QB,Stepped up to the challenge in 2020,W
15,QB,""" Wont take unnecessary chances very often""",W
15,QB, Feel for pocket slides to avoid pressure,W
15,QB, Can climb into a rhythmic drive throw,W
15,QB, Very confident making placement throws,W
15,QB, Feathery touch attacking over the top of linebackers,W
15,QB, Accuracy to prevent receivers from having to break stride,W
15,QB, Expedites release on hot reads and in the face of pressure,W
15,QB, Perfect placement with hanging it high for receiver to leap and make plays,W
15,QB, Shows flashes of throwing players open,W
15,QB, Wins at the back shoulder,W
15,QB, Willing to get rid of the ball rather than take a loss or make a mistake,W
15,QB, Some elusive qualities when he turns into a runner,W
15,QB, Very thin lower body and struggles to fight off rush contact,W
15,QB, Slow ball handler on RPOs,W
15,QB, Leaves back half behind in his follow-through,W
15,QB, Average release quickness,W
15,QB, Locks in on a target rather than honoring the progressions,W
15,QB,""" Doesnt play with the desired poise of an NFL starter""",W
15,QB,""" Antsy when reads dont quickly come together""",W
15,QB, Play can be panicky and rushed in the face of pressure,W
15,QB, Has trouble locating open targets in direction where heat is coming from,W
16,LB,Three-year starter and winner of Bronco Nagurski Award,NW
16,LB," Consistent, impact production in all three seasons",NW
16,LB, Freaky combination of size and athleticism for linebacker,NW
16,LB, Range to make plays all over the field,NW
16,LB, Sees opportunities to swoop downhill and attack holes in blocking scheme,NW
16,LB, Size and knock-back power to take on blocks,NW
16,LB, Burst and length to track down runners from backside,NW
16,LB, Terrific second effort as a tackler,NW
16,LB, Recovers from blocks and gets back into the play,NW
16,LB," Plays disciplined team defense, filling his fits and spilling plays wide",NW
16,LB, Good awareness of air traffic in zone coverage,NW
16,LB, Reads quarterback and slides into passing lanes,NW
16,LB," Had four interceptions in 2020, including two he returned for touchdowns",NW
16,LB, Would like to see a little more alpha aggression from him,NW
16,LB,""" Doesnt always impose size and control blockers with his hands""",NW
16,LB, Instincts and diagnosis are just average,NW
16,LB, Needs deeper fill to leverage and constrict run lane,NW
16,LB, Can improve pathways getting from Point A to Point B,NW
16,LB,""" Rushed pursuit and overran cutbacks versus Oklahoma States outside zone""",NW
16,LB, Needs time to gather and change direction due to size,NW
16,LB, Average reactive agility in the hole,NW
17,OT,Looks the part with well-proportioned frame and long arms,NW
17,OT, Offers experience and roster flexibility at either guard or tackle,NW
17,OT, Can bend and leverage at point of attack,NW
17,OT, Athletic in his movements,NW
17,OT, Can operate effectively in outside zone and for screen blocks,NW
17,OT, Kick-slides are good and bring him to proper depth,NW
17,OT, Base width rarely fails him in pass pro,NW
17,OT, Able to unlock hips and sink against bull-rusher,NW
17,OT, Length can discombobulate rush plan when punch is well-timed,NW
17,OT, Diligent to protect inside post in pass sets,NW
17,OT, Can open hips and recover when edge is assaulted at the top of the rush,NW
17,OT, Mechanical and lacking explosion into initial contact,NW
17,OT, Needs to guard against long initial lateral steps in run game,NW
17,OT, Athletic but movement lacks twitch in tight quarters,NW
17,OT, Needs to improve play strength contact balance,NW
17,OT,""" Doesnt play with consistent fire and passion as finisher""",NW
17,OT, Punch needs to punish and not push the enemy,NW
17,OT, Would benefit from attacking rushers earlier with his length,NW
17,OT, Slows feet prematurely against speed rushers,NW
17,OT, Needs better hand positioning in general,NW
18,EDGE,Former five-star recruit with high-impact physical attributes,NW
18,EDGE, Has shown flexibility with weight he can carry,NW
18,EDGE, Heated up over final four games with 11 tackles for loss and 6,NW
18,EDGE,5 sacks,NW
18,EDGE, Accelerates into the edge,NW
18,EDGE, Adjusts rush track quickly according to the pass set,NW
18,EDGE, Flexible upper body to help flip over the punch at top of the rush,NW
18,EDGE, Gets skinny to shoot the B-gap and harass the backfield,NW
18,EDGE, Closing burst to the quarterback is not in doubt,NW
18,EDGE, Plays hard and keeps coming from snap to snap,NW
18,EDGE, Very aware as run defender,NW
18,EDGE, Sees mesh point clearly on zone reads and recognizes lane choice by runner,NW
18,EDGE, Length to handle edge-setting,NW
18,EDGE, Missed time due to ankle and wrist injuries and concussions,NW
18,EDGE, Pad level rises too tall off the snap,NW
18,EDGE, Below-average core strength for head-to-head battles against tackles,NW
18,EDGE, Gets bounced off his base during redirect blocks,NW
18,EDGE, Needs better command with his hands as a rusher,NW
18,EDGE, Fails to stack moves to stay ahead of pass blockers,NW
19,LB,Big linebacker with desired athleticism inside,NW
19,LB," Put a mark into every category, including blocked kick and defensive touchdown in 2020",NW
19,LB, Plays with impressive focus and vision,NW
19,LB, Gains ground quickly with clean lateral scrape,NW
19,LB, Peripheral vision to play around angle blocks,NW
19,LB, Displays ability to work off block quickly when positioning is right,NW
19,LB, Controlled pursuit transitions to tackle-ready platform,NW
19,LB, Combines length and play strength as optimal finishing tools,NW
19,LB, Coverage recognition to work high to low,NW
19,LB, Quarterbacks must respect his catch radius and ability to take it away,NW
19,LB, Has just 11 career starts under his belt,NW
19,LB," Talented, but inexperience will show at times",NW
19,LB, Needs to diagnose and respond just a shade quicker as a pro,NW
19,LB, Average toughness in his take-on of lead blockers,NW
19,LB, Room for improvement with hand usage and pad level as tackler,NW
20,WR,Access to early acceleration to uncover,NW
20,WR, Joints like rubber bands for instant change of direction,NW
20,WR, Has potential to run complex first- and second-level routes,NW
20,WR, Can run an inside-pivot whip route that is unguardable,NW
20,WR, Plus value in quick game and as gadget option,NW
20,WR, Competed through injury and made play after play against LSU,NW
20,WR, Over-the-shoulder ball-tracking talent,NW
20,WR, Makes catches outside his frame,NW
20,WR, Very good open-field vision for run after catch,NW
20,WR, Strong legs with ability to wiggle and elude or break the tackle,NW
20,WR, More physical than expected with ball in his hands,NW
20,WR," Will not half-step as a run finisher, so buckle up",NW
20,WR, Can step right in as punt returner,NW
20,WR, Only one season of high-level production,NW
20,WR,""" Battled injuries and missed chunks of action in both 2017 and 19""",NW
20,WR, Route speed looks turned down at times,NW
20,WR, Route inefficiencies will need to be corrected,NW
20,WR, Too much freestyling and wasted motion in and out of breaks,NW
20,WR, Can play with better strength against tight man at the top of the route,NW
20,WR, Might have issues handling contested catch duties underneath,NW
21,EDGE,Team captain who leads with great work ethic and determined effort,NW
21,EDGE," Explosive, twitched-up ball of power",NW
21,EDGE, Possesses rare short-area quickness and agility,NW
21,EDGE, Excellent flexibility playing low and firm into the block,NW
21,EDGE, Leverage and leg drive to work across the block post-contact,NW
21,EDGE, Quick hands should help batter blocks on the next level,NW
21,EDGE, Has potential for quicker stack and shed with more work,NW
21,EDGE,""" Lateral shuffle down the line is as quick as youll find""",NW
21,EDGE, Pursuit speed is upper-echelon for players his size,NW
21,EDGE," Hard to move around by single, base blocks",NW
21,EDGE, Quickness could unlock rush success as interior rusher,NW
21,EDGE," Pure power to push the pocket, dislodge and anchor",NW
21,EDGE, Good change of direction to hound targets inside the pocket,NW
21,EDGE, Secondary rush effort lasts game in and game out,NW
21,EDGE, Has just 19 collegiate starts,NW
21,EDGE,""" Production doesnt always match the traits""",NW
21,EDGE,""" Doesnt have natural instincts and awareness of a playmaker""",NW
21,EDGE, Playing style is very choppy and unfocused,NW
21,EDGE, Short-stepping rusher who is easier to find with a punch,NW
21,EDGE, Has acceleration and rush momentum stalled by blockers,NW
21,EDGE, Needs to incorporate a more violent chop to grease the edge,NW
22,CB,"Big, long and can run",NW
22,CB, Improved his pattern recognition later in the 2019 season,NW
22,CB, Hassles receivers with length and strength,NW
22,CB, Plus route redirection from zone coverage,NW
22,CB, Appears to have physical attributes needed to cover mismatch tight ends,NW
22,CB, Stays in phase from press coverage,NW
22,CB, Stalls the release with effective one- or two-hand punch,NW
22,CB, Maintains focus and positioning when tracking deep targets,NW
22,CB, Shows straight-line closing speed when he opens his stride,NW
22,CB, Ball skills come naturally for him,NW
22,CB, Attacks on the throw are typically well-timed and extremely rigorous,NW
22,CB, Takes play-side angles in challenging passing lanes,NW
22,CB, Excellent use of hand-fighting and body positioning constricts catch space,NW
22,CB, Has potential for rapid improvement as run defender with more work,NW
22,CB, Needs more coaching to improve fundamentals and technique,NW
22,CB, Clunky backpedal with a tendency to open his hips too early,NW
22,CB," Plays too tall, creating turbulent transitions to chase route breaks",NW
22,CB, More reactive than instinctive from off-man at this time,NW
22,CB, Could struggle staying connected with complex routes,NW
22,CB, Average click-and-close from the top of his drop,NW
22,CB, Interference penalties pop up when he doesn’t work to find the football,NW
22,CB, Inconsistent balance and form as run-support tackler,NW
23,OT,Split low with optimal center of gravity,NW
23,OT,""" Natural bender whos able to keep his pad level right""",NW
23,OT, Silky-smooth feet in pass slides,NW
23,OT, Strong hands help him lock in after punch has landed,NW
23,OT, Athletic feet to mirror and move in all directions,NW
23,OT, Ability to quick-set wide rushers and short-circuit their angles,NW
23,OT, Body control and balance generally solid throughout the rep,NW
23,OT, Lower-body bend to doorstop a bull rush,NW
23,OT, Has talent and athleticism to make all the blocks at any angle,NW
23,OT, Lateral quickness off the snap is fantastic,NW
23,OT," Enticing combination of feet, hips and hand strength",NW
23,OT," Tunnel-maker with ability to reach, turn and secure cutback lanes",NW
23,OT, Very effective cut blocker,NW
23,OT, Keeps eyes trained on second-level targets through his secure blocks,NW
23,OT, Agility to stalk and connect against moving targets,NW
23,OT, Eliminated most penalties over the last two seasons,NW
23,OT, Play can be much too nonchalant at times,NW
23,OT, Inexplicably lets opponents off the hook early rather than finishing them,NW
23,OT, Too reliant upon athleticism over technique,NW
23,OT, Low hands lead to occasional late punches,NW
23,OT, Opens outside hip a little early in his pass slides,NW
23,OT, Allows defender into his frame more than he should,NW
23,OT, Needs committed power step inside to protect B-gap,NW
23,OT," Inconsistent working a firm, accurate outside hand",NW
23,OT, Lazy with hand placement on down blocks,NW
24,RB,Great size with the demeanor for the game,NW
24,RB, Runs decisively and with urgency,NW
24,RB, Rarely fumbles,NW
24,RB, Able to gather and cut on short notice,NW
24,RB, Downhill wiggle to slalom around bodies,NW
24,RB, Change of direction is crisp,NW
24,RB, Makes large number of tacklers miss for being a physical back,NW
24,RB, Has tools to handle inside/outside duties,NW
24,RB, Follows and bursts to daylight off of lead blocks,NW
24,RB, Violent finisher who is ready to thump when challenged,NW
24,RB, Plus balance to keep run on track through first contact,NW
24,RB, Talent as route runner and pass catcher was on full display in 2020,NW
24,RB, Soft hands with above-average ball skills,NW
24,RB, Willing and able in pass protection,NW
24,RB, Runs with inconsistent feel for tempo,NW
24,RB, Lacks speed to threaten for the big play,NW
24,RB," Gets in a hurry, hindering his ability to find developing blocks",NW
24,RB, Runs with low knee action and average burst between tackles,NW
24,RB, Average acceleration out of his cuts,NW
24,RB, Takes on heavy contact on a consistent basis,NW
25,RB,Very capable of excelling on all three downs,NW
25,RB, Put it in the paint throughout career with 78 total touchdowns in four years,NW
25,RB," Rabid determination to beat tacklers with ""fast"" or ""force",NW
25,RB,""" Had 16 career touchdowns of 44-plus yards",NW
25,RB," Patient creeper, allowing power blocks to develop",NW
25,RB, Excellent read-and-cut timing behind wash-down blocks,NW
25,RB,""" Gets it downhill when its time to go""",NW
25,RB, Leg drive and balance to power and bounce through contact,NW
25,RB, YAC daddy whose default running style is set to rampage,NW
25,RB, Several scores came after hard contact,NW
25,RB, Hips can swivel and cut in any direction,NW
25,RB, Top-end speed to make poor angles pay the iron price,NW
25,RB, Elevated his value as receiver out of backfield in 2020,NW
